,species,n,col.n,empirical_type_raw,empirical_type_curated,extrapolated_type,sd_col,mean_col
395,Agathis dammara,1,0,AM,AM,AM,NA,NA
396,Agathis lanceolata,1,0,AM,AM,AM,NA,NA
397,Agathis macrophylla,1,0,AM,AM,AM,NA,NA
398,Agathis moorei,1,0,AM,AM,AM,NA,NA
399,Agathis robusta,9,0,AM,AM,AM,NA,NA
400,Agathosma capensis,1,0,AM,AM,AM,NA,NA
401,Agathosma collina,2,1,AM,AM,AM,NA,-0.038004574
402,Agathosma gonaquensis,2,1,AM,AM,AM,NA,0.84491804
403,Agathosma imbricata,1,0,AM,AM,AM,NA,NA
404,Agathosma ovata,3,1,AM,AM,AM,NA,1.133585591
405,Agave americana,4,0,NM-AM,AM,AM,NA,NA
406,Agave datylio,2,1,AM,AM,AM,NA,-3.331686778
407,Agave deserti,2,1,AM,AM,AM,NA,-2.873089317
408,Agave marmorata,1,0,AM,AM,AM,NA,NA
409,Agave salmiana,1,0,AM,AM,AM,NA,NA
410,Agave sisalana,1,1,AM,AM,AM,NA,3.663561646
411,Agave univittata,1,0,AM,AM,AM,NA,NA
412,Agave vivipara,1,0,,,AM,NA,NA
413,Ageratina adenophora,2,1,AM,AM,AM,NA,1.082675696
414,Ageratina espinosarum,1,0,AM,AM,AM,NA,NA
415,Ageratum conyzoides,13,6,NM-AM,AM,AM,0.892486022,-0.082992347
416,Ageratum houstonianum,1,1,AM,AM,AM,NA,-2.270421059
417,Aglaia,4,1,AM,AM,AM,NA,0.068426687
418,Aglaia edulis,2,0,AM,AM,AM,NA,NA
419,Aglaia elaeagnoidea,2,1,AM,AM,AM,NA,-2.548906233
420,Aglaia glabrata,1,0,AM,AM,AM,NA,NA
421,Aglaonema,1,1,AM,AM,AM,NA,0.879722655
422,Aglaonema commutatum,1,0,AM,,AM,NA,NA
423,Aglaonema modestum,2,0,AM,AM,AM,NA,NA
424,Agonis flexuosa,3,3,EcM-AM,EcM-AM,EcM-AM,0.576706806,-0.945049338
425,Agoseris glauca,2,0,AM,AM,AM,NA,NA
426,Agoseris heterophylla,1,1,AM,AM,AM,NA,1.823620571
427,Agrimonia eupatoria,1,0,AM,AM,AM,NA,NA
428,Agrimonia pilosa,3,1,AM,AM,AM,NA,0.984498982
429,Agriophyllum squarrosum,5,5,NM-AM,NM-AM,NM-AM,0.747352718,-3.32933535
430,Agropyron,1,1,AM,AM,AM,NA,-1.603449871
431,Agropyron cristatum,23,20,AM,AM,AM,1.370030125,1.69887843
432,Agropyron desertorum,3,2,AM,AM,AM,1.534339139,0.667792608
433,Agropyron fragile,4,4,AM,AM,AM,1.08494161,0.125321804
434,Agropyron mongolicum,1,1,AM,AM,AM,NA,-0.627842082
435,Agrostemma githago,2,1,NM,NM,NM,NA,-3.663561646
436,Agrostis,1,0,NM,,AM,NA,NA
437,Agrostis alpina,4,3,AM,AM,AM,1.971385269,2.085784933
438,Agrostis canina,13,0,NM-AM,AM,AM,NA,NA
439,Agrostis capillaris,30,13,NM-AM,AM,AM,1.682521107,0.758710439
440,Agrostis clavata,1,0,AM,AM,AM,NA,NA
441,Agrostis flaccida,2,0,AM,AM,AM,NA,NA
442,Agrostis gigantea,2,0,AM,AM,AM,NA,NA
443,Agrostis perennans,3,0,AM,AM,AM,NA,NA
444,Agrostis scabra,2,0,AM,AM,AM,NA,NA
445,Agrostis stolonifera,30,11,NM-AM,AM,AM,2.668899121,1.136518203
446,Agrostis vinealis,15,15,AM,AM,AM,1.131350952,1.845653455
447,Agrostistachys borneensis,1,0,NM,,AM,NA,NA
448,Agrostistachys hookeri,2,0,AM,AM,AM,NA,NA
449,Agrostocrinum scabrum,1,1,AM,AM,AM,NA,0.190574699
450,Aidia canthioides,2,0,NM-AM,AM,AM,NA,NA
451,Aidia cochinchinensis,1,0,AM,AM,AM,NA,NA
452,Aidia gardneri,2,0,AM,AM,AM,NA,NA
453,Aidia genipiflora,1,0,AM,AM,AM,NA,NA
454,Aidia racemosa,1,0,AM,AM,AM,NA,NA
455,Ailanthus altissima,9,3,EcM-AM,AM,AM,2.18022265,-1.819816145
456,Ailanthus excelsa,1,1,AM,AM,AM,NA,-0.190574699
457,Ailanthus triphysa,2,0,AM,AM,AM,NA,NA
458,Ainsliaea apiculata,1,0,AM,AM,AM,NA,NA
459,Ainsliaea aptera,1,0,AM,AM,AM,NA,NA
460,Ainsliaea latifolia,1,0,AM,AM,AM,NA,NA
461,Aira caryophyllea,7,0,NM-AM,NM-AM,NM-AM,NA,NA
462,Aira praecox,2,0,NM-AM,AM,NM-AM,NA,NA
463,Aizoon sarmentosum,1,0,NM,NM,NM-AM,NA,NA
464,Ajania achilleoides,1,1,AM,AM,AM,NA,-0.984498982
465,Ajuga decumbens,1,0,AM,AM,AM,NA,NA
466,Ajuga genevensis,2,1,AM,AM,AM,NA,2.639435258
467,Ajuga orientalis,5,4,AM,AM,AM,1.56569972,2.361351546
468,Ajuga pyramidalis,1,0,AM,AM,AM,NA,NA
469,Ajuga reptans,11,1,AM,AM,AM,NA,3.422195348
470,Ajugoides humilis,1,0,AM,AM,AM,NA,NA
471,Akebia quinata,1,0,AM,AM,AM,NA,NA
472,Akebia trifoliata,2,0,AM,AM,AM,NA,NA
473,Alangium,1,0,AM,AM,AM,NA,NA
474,Alangium chinense,3,0,NM-AM,AM,AM,NA,NA
475,Alangium platanifolium,2,0,EcM-AM,AM,AM,NA,NA
476,Alangium ridleyi,1,0,AM,AM,AM,NA,NA
477,Alangium salviifolium,1,1,AM,AM,AM,NA,-1.673184981
478,Albizia adianthifolia,1,0,AM,AM,AM,NA,NA
479,Albizia amara,3,2,AM,AM,AM,0.614419454,-0.049785824
480,Albizia chinensis,1,0,AM,AM,AM,NA,NA
481,Albizia coriaria,1,0,AM,AM,AM,NA,NA
482,Albizia corniculata,1,0,AM,AM,AM,NA,NA
483,Albizia ferruginea,3,0,AM,AM,AM,NA,NA
484,Albizia gummifera,3,0,AM,AM,AM,NA,NA
485,Albizia inundata,2,1,AM,AM,AM,NA,-0.267585284
486,Albizia julibrissin,3,1,EcM-AM,AM,AM,NA,0.694471028
487,Albizia kalkora,3,0,AM,AM,AM,NA,NA
488,Albizia lebbeck,12,4,NM-AM,AM,AM,1.745729656,-0.511117443
489,Albizia lebbekoides,1,1,AM,AM,AM,NA,-3.303538418
490,Albizia lucidior,1,0,EcM-AM,,AM,NA,NA
491,Albizia niopoides var. niopoides,2,2,AM,AM,AM,0.843091098,1.396274732
492,Albizia odoratissima,4,0,AM,AM,AM,NA,NA
493,Albizia procera,5,3,AM,AM,AM,0.276278595,-0.050661628
494,Albizia saman,4,2,AM,AM,AM,0.48845976,-2.22E-16
495,Albizia schimperiana,2,0,AM,AM,AM,NA,NA
496,Albizia versicolor,1,0,AM,AM,AM,NA,NA
497,Albuca canadensis,1,0,AM,AM,AM,NA,NA
498,Albuca spiralis,1,0,AM,AM,AM,NA,NA
499,Albuca suaveolens,1,0,AM,AM,AM,NA,NA
500,Albuca tenuifolia,1,0,AM,AM,AM,NA,NA
501,Alcea kurdica,1,1,AM,AM,AM,NA,-0.8001193
502,Alcea nudiflora,1,1,AM,AM,AM,NA,1.752734218
503,Alcea rosea,2,1,AM,AM,AM,NA,1.129592318
504,Alchemilla,1,1,AM,AM,AM,NA,-1.992430165
505,Alchemilla alpina,3,1,AM,AM,AM,NA,-1.992430165
506,Alchemilla caucasica,7,3,EcM-AM,AM,AM,1.609677844,2.546100489
507,Alchemilla debilis,1,1,AM,AM,AM,NA,1.342187653
508,Alchemilla dura,1,1,AM,AM,AM,NA,3.612143662
509,Alchemilla glaucescens,1,0,AM,AM,AM,NA,NA
510,Alchemilla glomerulans,1,0,AM,AM,AM,NA,NA
511,Alchemilla haraldii,1,1,AM,AM,AM,NA,3.582544433
512,Alchemilla leiophylla,1,1,AM,AM,AM,NA,3.223964749
513,Alchemilla monticola,1,0,AM,AM,AM,NA,NA
514,Alchemilla persica,1,1,AM,AM,AM,NA,3.223964749
515,Alchemilla retinervis,4,0,NM-EcM-AM,AM,AM,NA,NA
516,Alchemilla retropilosa,2,2,AM,AM,AM,0.107733189,3.567893889
517,Alchemilla sericata,18,15,EcM-AM,AM,AM,1.093852592,2.540754977
518,Alchemilla sericea,1,1,AM,AM,AM,NA,3.647383598
519,Alchemilla sibirica,2,2,AM,AM,AM,2.839820556,1.590907371
520,Alchemilla smirnovii,1,1,AM,AM,AM,NA,2.639435258
521,Alchemilla strictissima,1,1,AM,AM,AM,NA,3.622685906
522,Alchemilla xanthochlora,13,12,AM,AM,AM,1.686168518,2.09603416
523,Alchornea cordifolia,1,1,AM,AM,AM,NA,1.78448671
524,Alchornea discolor,1,0,AM,AM,AM,NA,NA
525,Alchornea glandulosa,1,0,AM,AM,AM,NA,NA
526,Alchornea latifolia,1,0,AM,AM,AM,NA,NA
527,Alchornea tiliifolia,4,0,AM,AM,AM,NA,NA
528,Alchorneopsis floribunda,1,0,AM,AM,AM,NA,NA
529,Alchorneopsis portoricensis,1,0,AM,AM,AM,NA,NA
530,Aldina insignis,1,0,EcM,EcM,EcM,NA,NA
531,Aldina kunhardtiana,3,0,EcM-AM,EcM-AM,EcM,NA,NA
532,Aldina latifolia,2,0,EcM,EcM,EcM,NA,NA
533,Aletris foliata,1,0,NM,,AM,NA,NA
534,Aletris spicata,1,0,AM,AM,AM,NA,NA
535,Aleurites moluccana,2,1,AM,AM,AM,NA,-3.078568279
536,Aleurites moluccanus,1,0,AM,AM,AM,NA,NA
537,Aleuritopteris anceps,1,0,AM,AM,AM,NA,NA
538,Aleuritopteris argentea,3,1,AM,AM,AM,NA,-2.873089317
539,Aleuritopteris duclouxii,1,0,AM,AM,AM,NA,NA
540,Aleuritopteris farinosa,5,5,AM,AM,AM,1.578270799,1.154989589
541,Aleuritopteris grevilleoides,1,0,AM,AM,AM,NA,NA
542,Aleuritopteris rufa,1,0,AM,AM,AM,NA,NA
543,Aleuritopteris subvillosa,1,0,AM,AM,AM,NA,NA
544,Alexgeorgea nitens,1,0,AM,AM,NM-AM,NA,NA
545,Alfaroa costaricensis,1,0,EcM,EcM,EcM,NA,NA
546,Alhagi camelorum,2,1,NM-AM,AM,AM,NA,0.345393208
547,Alhagi maurorum,4,3,AM,AM,AM,0.955371887,-2.056605404
548,Alhagi pseudalhagi,1,1,AM,AM,AM,NA,3.223964749
549,Alhagi sparsifolia,2,1,AM,AM,AM,NA,2.971071712
550,Alisma canaliculatum,1,0,NM,NM,NM-AM,NA,NA
551,Alisma lanceolatum,3,1,NM-AM,NM-AM,NM-AM,NA,-3.663561646
552,Alisma plantago-aquatica,13,3,NM-AM,NM-AM,NM-AM,1.364208308,-2.875935612
553,Alisma subcordatum,2,1,AM,AM,NM-AM,NA,-2.854483919
554,Alisma triviale,2,2,AM,AM,NM-AM,1.40886088,-0.996215082
555,Alkanna tinctoria,1,1,AM,AM,NM-AM,NA,-2.873089317
556,Allagoptera arenaria,1,1,AM,AM,AM,NA,-1.596652459
557,Allamanda blanchetii,1,0,AM,AM,AM,NA,NA
558,Allamanda cathartica,1,0,NM,,AM,NA,NA
559,Allamanda schottii,1,0,AM,AM,AM,NA,NA
560,Allantoma decandra,1,1,AM,AM,AM,NA,-1.393497424
561,Allardia tridactylites,1,1,AM,AM,AM,NA,3.030792559
562,Allexis cauliflora,1,0,AM,AM,AM,NA,NA
563,Alliaria petiolata,6,1,NM,NM,NM,NA,-3.663561646
564,Allium,1,1,AM,AM,AM,NA,0.384674338
565,Allium ampeloprasum,1,0,AM,AM,AM,NA,NA
566,Allium amphibolum,1,0,AM,AM,AM,NA,NA
567,Allium angulosum,1,1,AM,AM,AM,NA,0.97492467
568,Allium ascalonicum,1,0,AM,AM,AM,NA,NA
569,Allium atrosanguineum,2,2,AM,AM,AM,1.150477686,2.723444859
570,Allium bidentatum,2,1,AM,AM,AM,NA,-0.586231455
571,Allium borszczowii,2,2,AM,AM,AM,0,3.223964749
572,Allium canadense,1,1,AM,AM,AM,NA,-1.992430165
573,Allium carolinianum,1,1,AM,AM,AM,NA,3.422195348
574,Allium caspium,3,3,AM,AM,AM,0.849415343,2.733554572
575,Allium cepa,14,7,AM,AM,AM,0.49056167,0.547212464
576,Allium cernuum,3,0,NM-AM,AM,AM,NA,NA
577,Allium decipiens,3,3,AM,AM,AM,2.222745734,2.139653137
578,Allium fetisowii,2,2,AM,AM,AM,2.007681503,1.804319544
579,Allium fistulosum,5,5,AM,AM,AM,0.732260528,-0.021158876
580,Allium geyeri,1,0,NM,,AM,NA,NA
581,Allium jodanthum,1,1,AM,AM,AM,NA,1.752734218
582,Allium macrostemon,1,0,AM,AM,AM,NA,NA
583,Allium mongolicum,2,1,AM,AM,AM,NA,-1.352266952
584,Allium obliquum,10,2,AM,AM,AM,0.090489623,0.452603964
585,Allium oleraceum,3,0,NM-AM,AM,AM,NA,NA
586,Allium pallasii,1,0,AM,AM,AM,NA,NA
587,Allium paniculatum,2,2,AM,AM,AM,0.020929816,3.597344047
588,Allium polyrhizum,1,1,AM,AM,AM,NA,-1.673184981
589,Allium pseudostrictum,1,1,AM,AM,AM,NA,3.572897574
590,Allium sabulosum,1,1,AM,AM,AM,NA,3.223964749
591,Allium sativum,10,8,AM,AM,AM,0.18613328,0.617086553
592,Allium saxatile,1,1,AM,AM,AM,NA,1.752734218
593,Allium schoenoprasum,7,1,AM,AM,AM,NA,-0.417149001
594,Allium schubertii,7,7,AM,AM,AM,0.849461947,2.96997556
595,Allium scorodoprasum,3,1,AM,AM,AM,NA,1.769134462
596,Allium setifolium,1,1,AM,AM,AM,NA,-1.823620571
597,Allium sphaerocephalon,4,0,AM,AM,AM,NA,NA
598,Allium strictum,2,1,AM,AM,AM,NA,3.223964749
599,Allium subhirsutum,1,0,AM,,AM,NA,NA
600,Allium tenuissimum,1,1,AM,AM,AM,NA,3.223964749
601,Allium textile,1,0,AM,AM,AM,NA,NA
602,Allium tricoccum,5,5,AM,AM,AM,0.552640068,0.525745544
603,Allium triquetrum,2,0,EcM-AM,AM,AM,NA,NA
604,Allium tuberosum,5,5,AM,AM,AM,1.892184255,0.389109633
605,Allium ursinum,9,0,AM,AM,AM,NA,NA
606,Allium waldsteinii,1,1,AM,AM,AM,NA,3.631102489
607,Allium victorialis,3,3,AM,AM,AM,0.705131889,2.159842304
608,Allmania nodiflora,2,1,,,NM-AM,NA,-3.663561646
609,Allocasuarina,1,0,EcM,,EcM-AM,NA,NA
610,Allocasuarina acutivalvis,1,0,EcM-AM,EcM-AM,EcM-AM,NA,NA
611,Allocasuarina campestris,2,0,EcM-AM,EcM-AM,EcM-AM,NA,NA
612,Allocasuarina corniculata,1,0,EcM-AM,EcM-AM,EcM-AM,NA,NA
613,Allocasuarina decaisneana,2,0,EcM,EcM,EcM-AM,NA,NA
614,Allocasuarina dielsiana,1,0,EcM,,EcM-AM,NA,NA
615,Allocasuarina fraseriana,3,2,EcM-AM,EcM-AM,EcM-AM,0.84615175,-1.950586592
616,Allocasuarina huegeliana,1,0,EcM-AM,EcM-AM,EcM-AM,NA,NA
617,Allocasuarina humilis,3,2,EcM-AM,EcM-AM,EcM-AM,0.207994688,-2.333236972
618,Allocasuarina littoralis,3,0,EcM,EcM,EcM-AM,NA,NA
619,Allocasuarina luehmannii,1,0,EcM,EcM,EcM-AM,NA,NA
620,Allocasuarina muelleriana,4,0,EcM-AM,EcM-AM,EcM-AM,NA,NA
621,Allocasuarina torulosa,2,0,EcM,EcM,EcM-AM,NA,NA
622,Allocasuarina verticillata,4,0,EcM-AM,EcM-AM,EcM-AM,NA,NA
623,Allochrusa paniculata,1,1,NM,NM,NM,NA,-3.663561646
624,Allophylus cobbe,5,0,NM-AM,AM,AM,NA,NA
625,Allophylus schweinfurthii,1,1,AM,AM,AM,NA,-1.569764267
626,Allophylus serratus,1,1,AM,AM,AM,NA,-1.823620571
627,Allosyncarpia ternata,2,0,NM-EcM,EcM,EcM,NA,NA
628,Alloteropsis,1,0,AM,AM,AM,NA,NA
629,Alloteropsis cimicina,5,3,AM,AM,AM,0.859578491,-0.520202677
630,Alloteropsis semialata,1,0,AM,AM,AM,NA,NA
631,Almutaster pauciflorus,1,1,AM,AM,AM,NA,0.019000572
632,Alniphyllum fortunei,2,1,AM,AM,AM,NA,-0.86990053
633,Alnus acuminata,8,0,EcM,EcM,EcM,NA,NA
634,Alnus alnobetula,3,1,NM-EcM-AM,EcM-AM,EcM,NA,0.384674338
635,Alnus cordata,1,0,AM,,EcM,NA,NA
636,Alnus crispa,1,0,EcM,EcM,EcM,NA,NA
637,Alnus fauriei,2,0,EcM,EcM,EcM,NA,NA
638,Alnus firma,2,0,EcM,EcM,EcM,NA,NA
639,Alnus formosana,2,0,EcM,EcM,EcM,NA,NA
640,Alnus glutinosa,46,0,NM-EcM-AM,EcM-AM,EcM,NA,NA
641,Alnus hirsuta,10,0,EcM,EcM,EcM,NA,NA
642,Alnus incana,26,0,NM-EcM-AM,EcM,EcM,NA,NA
643,Alnus incana subsp. rugosa,3,0,EcM,EcM,EcM,NA,NA
644,Alnus incana subsp. tenuifolia,3,0,EcM,EcM,EcM,NA,NA
645,Alnus japonica,5,0,EcM,EcM,EcM,NA,NA
646,Alnus mandshurica,4,0,EcM,EcM,EcM,NA,NA
647,Alnus maritima,3,0,EcM,EcM,EcM,NA,NA
648,Alnus matsumurae,1,0,EcM,EcM,EcM,NA,NA
649,Alnus maximowiczii,6,0,EcM,EcM,EcM,NA,NA
650,Alnus nepalensis,8,1,ErM-EcM-AM,EcM-AM,EcM,NA,-1.082675696
651,Alnus oblongifolia,1,0,EcM,EcM,EcM,NA,NA
652,Alnus orientalis,2,0,EcM,EcM,EcM,NA,NA
653,Alnus pendula,1,0,EcM,EcM,EcM,NA,NA
654,Alnus rhombifolia,1,0,EcM,EcM,EcM,NA,NA
655,Alnus rubra,7,0,EcM-AM,EcM,EcM,NA,NA
656,Alnus serrulata,4,0,EcM-AM,EcM,EcM,NA,NA
657,Alnus sieboldiana,2,0,EcM,EcM,EcM,NA,NA
658,Alnus sinuata,2,0,EcM,EcM,EcM,NA,NA
659,Alnus subcordata,8,0,EcM,EcM,EcM,NA,NA
660,Alnus trabeculosa,2,0,EcM-AM,EcM,EcM,NA,NA
661,Alnus viridis,10,0,EcM,EcM,EcM,NA,NA
662,Alocasia longiloba,1,0,AM,AM,NM-AM,NA,NA
663,Alocasia macrorrhiza,3,2,NM-AM,NM-AM,NM-AM,1.323233974,-2.72789393
664,Alocasia macrorrhizos,4,0,NM-AM,AM,NM-AM,NA,NA
665,Aloe arborescens,1,0,AM,AM,AM,NA,NA
666,Aloe vera,6,3,NM-AM,AM,AM,1.097633965,0.834037865
667,Alopecurus aequalis,6,0,NM-AM,AM,AM,NA,NA
668,Alopecurus alpinus,7,4,NM-AM,AM,AM,0.818495656,-0.081024049
669,Alopecurus arundinaceus,12,10,AM,AM,AM,0.94237501,3.360529141
670,Alopecurus dasyanthus,3,2,NM-AM,AM,AM,2.088024502,2.170927313
671,Alopecurus geniculatus,14,11,AM,AM,AM,0,0.362533916
672,Alopecurus glacialis,3,2,NM-AM,AM,AM,0.383198122,0.965433018
673,Alopecurus myosuroides,1,0,AM,AM,AM,NA,NA
674,Alopecurus ponticus,3,3,AM,AM,AM,0.433336248,3.373294175
675,Alopecurus pratensis,22,11,AM,AM,AM,1.118801167,1.687891177
676,Alopecurus vaginatus,11,11,AM,AM,AM,0,3.658534285
677,Aloysia gratissima,3,3,AM,AM,AM,1.029717247,-2.484060749
678,Alphitonia excelsa,1,0,AM,AM,AM,NA,NA
679,Alpinia,1,0,AM,AM,AM,NA,NA
680,Alpinia calcarata,1,1,AM,AM,AM,NA,0.930466901
681,Alpinia chinensis,1,0,NM,,AM,NA,NA
682,Alpinia conchigera,3,1,AM,AM,AM,NA,0.890071852
683,Alpinia galanga,3,2,NM-AM,AM,AM,0.373245751,1.147560009
684,Alpinia japonica,1,0,AM,AM,AM,NA,NA
685,Alpinia malaccensis,1,1,AM,AM,AM,NA,0.563556302
686,Alpinia nigra,1,1,AM,AM,AM,NA,0.500790144
687,Alpinia purpurata,1,1,AM,AM,AM,NA,0.401654056
688,Alpinia smithiae,1,1,AM,AM,AM,NA,0.954005487
689,Alpinia zerumbet,1,1,AM,AM,AM,NA,0.752140847
690,Alpinia vittata,1,1,AM,AM,AM,NA,0.850347341
691,Alseodaphne,2,0,AM,AM,AM,NA,NA
692,Alseodaphne insignis,1,0,NM,,AM,NA,NA
693,Alsophila erinacea,1,1,AM,AM,AM,NA,-3.078568279
694,Alsophila firma,1,0,AM,,AM,NA,NA
695,Alsophila gigantea,1,0,AM,AM,AM,NA,NA
696,Alstonia boonei,3,0,AM,AM,AM,NA,NA
697,Alstonia macrophylla,2,2,AM,AM,AM,0,-1.033015006
698,Alstonia rostrata,1,1,AM,AM,AM,NA,-0.083648741
699,Alstonia scholaris,8,2,AM,AM,AM,0.72426184,0.12745612
700,Alstonia venenata,1,0,NM,,AM,NA,NA
701,Alstroemeria aurea,2,0,AM,AM,AM,NA,NA
702,Alzatea verticillata,1,0,AM,AM,AM,NA,NA
703,Alternanthera,2,0,NM,NM,NM-AM,NA,NA
704,Alternanthera brasiliana,1,0,AM,AM,NM-AM,NA,NA
705,Alternanthera ficoidea,1,1,NM,NM,NM-AM,NA,-3.663561646
706,Alternanthera paronychioides,1,1,AM,AM,NM-AM,NA,-0.306374205
707,Alternanthera philoxeroides,6,4,NM-AM,NM-AM,NM-AM,1.121053035,-2.796868846
708,Alternanthera pungens,1,1,AM,AM,NM-AM,NA,-0.464157559
709,Alternanthera sessilis,11,8,NM-AM,NM-AM,NM-AM,1.818345355,-0.786622337
710,Alternanthera spinosa,1,0,NM,,NM-AM,NA,NA
711,Althaea officinalis,3,0,AM,AM,AM,NA,NA
712,Alysicarpus glumaceus,1,0,AM,AM,AM,NA,NA
713,Alysicarpus monilifer,5,4,AM,AM,AM,0.543509753,1.715723359
714,Alysicarpus rugosus,3,0,AM,AM,AM,NA,NA
715,Alysicarpus vaginalis,9,3,AM,AM,AM,2.209462321,1.176258065
716,Alyssoides utriculata,1,0,NM,NM,NM,NA,NA
717,Alyssum alyssoides,1,0,NM,NM,NM,NA,NA
718,Alyssum condensatum,1,0,NM,NM,NM,NA,NA
719,Alyssum contemptum,1,0,NM,NM,NM,NA,NA
720,Alyssum dasycarpum,3,1,NM,NM,NM,NA,-3.663561646
721,Alyssum desertorum,1,0,NM,NM,NM,NA,NA
722,Alyssum heterotrichum,1,0,NM,NM,NM,NA,NA
723,Alyssum linifolium,5,4,NM,NM,NM,0,-3.663561646
724,Alyssum meniocoides,1,0,NM,NM,NM,NA,NA
725,Alyssum minutum,1,0,NM,NM,NM,NA,NA
726,Alyssum montanum,2,1,NM-AM,NM,NM,NA,-3.663561646
727,Alyssum montanum subsp. gmelinii,3,2,NM-AM,NM,NM,0,-3.663561646
728,Alyssum murale,1,0,AM,,NM,NA,NA
729,Alyssum obovatum,1,0,NM,NM,NM,NA,NA
730,Alyssum serpyllifolium,1,0,NM,NM,NM,NA,NA
731,Alyssum simplex,1,0,NM,NM,NM,NA,NA
732,Alyssum szovitsianum,4,0,NM,NM,NM,NA,NA
733,Alyssum strictum,1,0,AM,,NM,NA,NA
734,Alyssum strigosum,1,0,NM,NM,NM,NA,NA
735,Alyssum tortuosum,1,1,NM,NM,NM,NA,-3.663561646
736,Alyssum turkestanicum,7,7,NM,NM,NM,0,-3.663561646
737,Alyxia ilicifolia,1,0,NM,NM,NM-AM,NA,NA
738,Alyxia ruscifolia,1,0,AM,AM,NM-AM,NA,NA
739,Alyxia spicata,1,0,NM,NM,NM-AM,NA,NA
740,Alyxia stellata,1,1,AM,AM,NM-AM,NA,-2.873089317
741,Amaioua guianensis,1,1,AM,AM,AM,NA,-2.873089317
742,Amana edulis,1,0,AM,AM,AM,NA,NA
743,Amanoa strobilacea,1,0,AM,AM,AM,NA,NA
744,Amaranthus,1,0,NM,NM,NM-AM,NA,NA
745,Amaranthus blitum,1,0,AM,AM,NM-AM,NA,NA
746,Amaranthus caudatus,4,3,NM-AM,NM-AM,NM-AM,2.317656222,-2.043664489
747,Amaranthus cruentus,1,1,AM,AM,NM-AM,NA,-2.548906233
748,Amaranthus deflexus,1,1,NM,NM,NM-AM,NA,-3.663561646
749,Amaranthus hybridus,4,2,AM,AM,NM-AM,1.611106724,1.93934379
750,Amaranthus hypochondriacus,1,1,AM,AM,NM-AM,NA,-2.318528743
751,Amaranthus powellii,1,0,NM,NM,NM-AM,NA,NA
752,Amaranthus retroflexus,2,0,NM,NM,NM-AM,NA,NA
753,Amaranthus spinosus,18,8,NM-AM,NM-AM,NM-AM,2.483191176,-1.111961954
754,Amaranthus tricolor,6,3,AM,AM,NM-AM,1.031672835,-2.897050627
755,Amaranthus viridis,18,11,NM-AM,NM-AM,NM-AM,1.816221026,-1.666086013
756,Amaryllis belladonna,1,0,AM,AM,AM,NA,NA
757,Amasonia campestris,1,0,AM,AM,AM,NA,NA
758,Amberboa turanica,3,1,NM-AM,AM,AM,NA,-1.536806468
759,Amblovenatum opulentum,1,1,AM,AM,NA,NA,1.00862003
760,Ambrosia artemisiifolia,7,4,AM,AM,AM,1.563202276,-1.761917204
761,Ambrosia deltoidea,26,25,AM,AM,AM,0.935749265,-1.144165082
762,Ambrosia dumosa,1,1,AM,AM,AM,NA,-3.078568279
763,Ambrosia psilostachya,2,1,AM,AM,AM,NA,-0.78241329
764,Ambrosia salsola,2,2,AM,AM,AM,0.178981807,-3.205127528
765,Ambrosia trifida,2,1,AM,AM,AM,NA,-0.890532259
766,Amburana cearensis,1,1,AM,AM,AM,NA,-3.331686778
767,Amelanchier alnifolia var. semiintegrifolia,1,0,AM,AM,AM,NA,NA
768,Amelanchier asiatica,1,0,AM,AM,AM,NA,NA
769,Amelanchier canadensis,2,0,EcM-AM,,AM,NA,NA
770,Amelanchier lamarckii,1,0,,,AM,NA,NA
771,Amelanchier ovalis,1,0,AM,AM,AM,NA,NA
772,Amelanchier sanguinea,1,0,AM,AM,AM,NA,NA
773,Amelanchier spicata,1,0,AM,AM,AM,NA,NA
774,Amelanchier utahensis,2,0,AM,AM,AM,NA,NA
775,Amethystea caerulea,1,0,AM,AM,AM,NA,NA
776,Amischotolype hispida,2,0,AM,AM,AM,NA,NA
777,Ammannia auriculata,1,1,AM,AM,NM-AM,NA,-1.267123845
778,Ammannia baccifera,4,2,NM-AM,NM-AM,NM-AM,0.135739938,-1.50746724
779,Ammannia cordata,1,1,AM,AM,NM-AM,NA,-1.133585591
780,Ammannia lanceolata,1,1,AM,AM,NM-AM,NA,-1.41148461
781,Ammannia multiflora,1,1,AM,AM,NM-AM,NA,0.152293669
782,Ammannia octandra,2,1,NM,NM,NM-AM,NA,-3.663561646
783,Ammannia radicans,1,0,NM,,NM-AM,NA,NA
784,Ammannia robusta,1,1,AM,AM,NM-AM,NA,-0.669985891
785,Ammobium alatum,1,0,AM,AM,AM,NA,NA
786,Ammocalamagrostis baltica,5,0,NM-AM,AM,AM,NA,NA
787,Ammodendron bifolium,2,2,AM,AM,AM,1.040317085,2.488349484
788,Ammodendron conollyi,2,1,NM-AM,AM,AM,NA,-0.417149001
789,Ammophila arenaria,17,1,NM-AM,AM,AM,NA,-1.905386878
790,Ammophila breviligulata,7,1,AM,AM,AM,NA,-0.484245986
791,Ammopiptanthus mongolicus,1,1,AM,AM,AM,NA,-0.424250883
792,Amomum aculeatum,1,1,AM,AM,AM,NA,1.018344486
793,Amomum cannicarpum,1,1,AM,AM,AM,NA,0.512127169
794,Amomum hypoleucum,1,1,AM,AM,AM,NA,0.819734599
795,Amomum muricatum,1,1,AM,AM,AM,NA,0.140832309
